"","trust_government","health_satisfaction","transport_satisfaction","admin_satisfaction","social_satisfaction","financial_satisfaction","food_markets_satisfaction","non_food_markets_satisfaction"
"2956",-2,NA,-1,NA,NA,2,2,2
"2957",1,NA,1,NA,NA,2,1,-1
"2958",1,NA,1,NA,NA,2,2,2
"2959",-2,NA,NA,NA,NA,2,-1,NA
"2960",-1,NA,2,NA,NA,2,2,-1
"2961",-2,NA,-1,NA,NA,1,-1,-1
"2962",-2,NA,1,NA,NA,2,-1,-1
"2963",0,NA,-1,1,NA,-2,-1,-1
"2964",1,1,1,1,NA,1,-1,-1
"2965",1,NA,0,NA,1,1,1,1
"2966",0,NA,2,NA,NA,2,2,2
"2967",-1,NA,-1,NA,NA,-1,1,1
"2968",1,NA,-1,NA,NA,1,1,1
"2969",1,NA,0,NA,NA,2,-1,-1
"2970",-1,1,-2,NA,NA,1,1,1
"2971",0,NA,2,1,NA,1,2,2
"2972",1,NA,2,NA,NA,2,1,1
"2973",-2,NA,NA,NA,NA,1,1,1
"2974",-2,NA,NA,NA,NA,NA,-1,-1
"2975",-1,NA,-1,NA,NA,1,1,1
"2976",-2,NA,0,NA,NA,1,-1,-1
"2977",1,NA,-1,0,NA,-1,-1,1
"2978",2,NA,1,NA,NA,2,1,0
"2979",0,NA,1,NA,NA,2,2,2
"2980",-2,NA,NA,NA,1,1,2,2
"2981",-1,0,-1,-1,NA,1,-1,-1
"2982",1,-1,0,2,NA,2,1,1
"2983",1,-2,1,NA,NA,1,-2,-1
"2984",-2,NA,NA,NA,NA,NA,NA,NA
"2985",1,NA,0,NA,NA,1,0,0
"2986",1,-1,1,NA,NA,1,-1,-1
"2987",-2,NA,1,0,NA,1,-1,-1
"2988",1,NA,1,NA,1,1,1,1
"2989",0,NA,1,0,NA,0,1,1
"2990",-1,NA,1,1,NA,2,2,1
"2991",-2,NA,1,NA,1,2,2,2
"2992",-2,NA,-1,NA,NA,1,1,1
"2993",-2,NA,1,NA,NA,1,2,2
"2994",-2,NA,-2,NA,NA,1,2,2
"2995",-2,NA,0,0,1,2,2,2
"2996",-2,NA,1,NA,NA,2,2,2
"2997",-1,NA,1,NA,NA,2,2,2
"2998",2,NA,NA,NA,1,1,0,0
"2999",-1,NA,-1,NA,NA,2,2,2
"3000",-1,NA,-1,NA,NA,2,2,2
"3001",-1,NA,0,2,NA,1,2,2
"3002",-1,NA,1,NA,NA,1,2,2
"3003",-1,NA,0,NA,NA,2,2,2
"3004",0,NA,-1,NA,NA,2,2,0
"3005",-2,NA,NA,NA,NA,NA,-1,0
"3006",1,NA,1,1,NA,2,-1,1
"3007",-2,NA,1,NA,NA,-1,2,2
"3008",-2,NA,1,NA,NA,1,2,1
"3009",2,-1,0,NA,NA,2,-1,1
"3010",2,NA,0,NA,NA,2,2,-1
"3011",-1,-1,-1,NA,NA,2,2,1
"3012",2,-1,-1,1,NA,2,2,1
"3013",1,NA,2,NA,NA,2,2,2
"3014",1,NA,NA,NA,NA,2,2,2
"3015",-1,-1,0,NA,NA,2,2,2
"3016",1,NA,-1,NA,NA,2,1,1
"3017",1,NA,NA,2,NA,2,2,2
"3018",1,0,NA,NA,NA,2,2,2
"3019",0,0,2,NA,NA,2,2,2
"3020",1,-2,-1,NA,NA,1,-1,-1
"3021",-2,-1,-1,NA,NA,1,2,2
"3022",1,-2,NA,NA,NA,1,-1,-1
"3023",1,NA,1,NA,NA,-1,-1,-1
"3024",1,1,2,1,NA,1,2,2
"3025",-2,NA,NA,0,NA,0,2,2
"3026",1,NA,0,NA,NA,-1,-1,-1
"3027",-2,NA,NA,1,NA,1,1,1
"3028",-1,NA,-1,NA,NA,1,1,1
"3029",-1,NA,1,NA,NA,1,1,1
"3030",-2,NA,NA,1,NA,1,-1,-1
"3031",-1,NA,0,1,NA,2,-1,-1
"3032",-2,NA,NA,-2,NA,0,1,1
"3033",1,1,NA,NA,NA,1,1,1
"3034",-1,-1,1,NA,NA,1,-1,-1
"3035",1,NA,NA,NA,NA,2,1,1
"3036",-1,NA,-1,NA,NA,2,2,2
"3037",1,-2,-2,NA,NA,1,1,1
"3038",-1,NA,NA,2,NA,2,1,2
"3039",1,NA,1,NA,NA,1,1,1
"3040",-1,NA,NA,NA,NA,1,2,NA
"3041",-2,NA,NA,1,NA,1,-2,-2
"3042",0,1,0,NA,NA,2,-1,-1
"3043",0,1,2,NA,NA,1,2,2
"3044",-1,1,1,1,NA,-1,-1,-1
"3045",1,-1,1,1,NA,1,-1,-1
"3046",-1,NA,NA,NA,NA,1,1,NA
"3047",1,NA,2,2,NA,2,1,1
"3048",-2,NA,1,NA,NA,2,2,-1
"3049",2,-1,1,1,NA,2,2,1
"3050",1,-1,1,NA,NA,2,2,-1
"3051",1,NA,0,1,NA,2,1,1
"3052",-2,NA,0,NA,NA,1,1,NA
"3053",-2,NA,0,-1,NA,1,NA,0
"3054",-1,NA,1,NA,NA,2,2,2
"3055",-1,NA,-1,2,NA,2,2,2
"3056",-1,NA,NA,NA,NA,2,2,2
"3057",-1,NA,-1,NA,NA,1,2,2
"3058",-1,NA,-1,NA,NA,1,2,2
"3059",-1,NA,-1,NA,NA,NA,2,2
"3060",-1,NA,NA,0,NA,1,2,2
"3061",-1,NA,2,NA,NA,2,2,2
"3062",-2,NA,1,NA,NA,2,2,2
"3063",-2,-2,1,NA,NA,2,-1,-1
"3064",1,-1,0,-1,NA,2,-1,-1
"3065",-2,NA,1,NA,NA,1,2,1
"3066",-1,-1,0,-1,NA,1,-1,-1
"3067",1,-1,1,NA,NA,2,2,2
"3068",1,NA,-1,NA,NA,1,-1,-1
"3069",2,NA,1,NA,NA,2,2,2
"3070",2,NA,-1,NA,1,1,-1,-1
"3071",1,1,1,NA,NA,2,2,-1
"3072",1,2,2,NA,NA,2,2,2
"3073",0,NA,2,NA,NA,2,2,2
"3074",0,NA,2,2,NA,2,2,2
"3075",0,2,2,NA,NA,2,2,2
"3076",0,NA,1,NA,NA,1,-1,-1
"3077",-1,NA,-1,NA,NA,1,-1,-1
"3078",-2,NA,-1,NA,NA,-1,2,2
"3079",-2,-1,1,1,NA,1,1,1
"3080",0,NA,1,NA,NA,2,2,1
"3081",1,NA,-1,NA,NA,-1,-1,-1
"3082",1,NA,NA,NA,NA,1,-2,-2
"3083",2,1,1,NA,NA,2,2,1
"3084",-1,NA,0,NA,NA,-2,2,2
"3085",1,NA,0,NA,NA,0,0,0
"3086",1,NA,1,NA,NA,-1,-1,-1
"3087",-1,NA,1,NA,NA,1,1,1
"3088",2,-1,1,NA,NA,1,1,1
"3089",-2,NA,1,NA,NA,1,-1,-1
"3090",2,-2,0,NA,NA,2,-1,-1
"3091",1,-2,0,1,NA,1,1,1
"3092",0,NA,1,1,NA,2,2,-1
"3093",-2,NA,NA,NA,NA,1,-1,-1
"3094",1,1,1,NA,NA,2,2,2
"3095",-1,NA,0,NA,NA,2,2,0
"3096",-2,1,NA,NA,NA,-1,2,2
"3097",-2,-2,0,0,NA,2,2,2
"3098",1,NA,-1,NA,NA,1,1,1
"3099",-2,-2,1,NA,NA,-2,-1,0
"3100",2,-1,1,NA,NA,2,-1,-1
"3101",-2,NA,1,NA,NA,2,-1,1
"3102",-2,-2,-2,NA,NA,2,1,1
"3103",-2,NA,-1,NA,NA,1,1,1
"3104",0,-2,0,NA,NA,2,1,1
"3105",-2,NA,-1,NA,NA,1,-1,-1
"3106",1,NA,-1,0,NA,1,2,2
"3107",2,NA,1,2,NA,2,1,-1
"3108",0,-2,0,NA,NA,2,2,1
"3109",2,NA,2,NA,NA,2,-1,1
"3110",-2,-1,-2,NA,NA,1,-1,1
"3111",-1,NA,NA,NA,NA,1,-1,-1
"3112",-1,NA,0,NA,NA,2,2,2
"3113",1,NA,2,NA,NA,2,2,2
"3114",-1,NA,0,NA,NA,2,2,2
"3115",-2,NA,0,NA,1,0,2,2
"3116",-2,NA,0,NA,NA,2,2,2
"3117",1,NA,0,NA,NA,-1,2,2
"3118",-2,NA,NA,NA,NA,1,-1,-1
"3119",0,-1,1,NA,NA,NA,NA,NA
"3120",-2,-2,0,2,NA,2,1,2
"3121",-2,-1,NA,NA,NA,2,-1,-1
"3122",-2,NA,1,NA,NA,-1,-1,-1
"3123",0,NA,1,NA,NA,2,2,2
"3124",-1,-1,0,2,NA,2,-1,2
"3125",1,1,-1,NA,NA,2,1,1
"3126",1,NA,1,NA,1,2,1,1
"3127",-2,NA,1,NA,NA,1,-1,1
"3128",0,1,1,NA,1,-1,1,1
"3129",0,0,0,NA,NA,1,1,0
"3130",2,NA,0,NA,NA,2,2,2
"3131",2,NA,1,NA,NA,2,2,2
"3132",1,-1,-1,NA,NA,2,-1,-1
"3133",-2,NA,1,NA,NA,1,1,-1
"3134",-2,-1,1,NA,NA,1,1,1
"3135",-2,-1,2,NA,NA,2,-1,-1
"3136",1,1,0,NA,NA,2,2,2
"3137",1,-2,1,2,NA,2,1,1
"3138",-2,NA,-1,NA,NA,1,-1,-1
"3139",2,NA,0,NA,NA,1,2,2
"3140",0,NA,0,NA,NA,2,2,2
"3141",-2,2,0,NA,NA,1,-1,1
"3142",1,1,1,NA,NA,1,2,2
"3143",0,NA,1,NA,NA,2,2,2
"3144",0,2,2,NA,NA,2,2,2
"3145",2,NA,1,NA,NA,1,-1,-1
"3146",-1,-1,1,NA,NA,2,-2,2
"3147",-1,-2,0,NA,NA,-2,1,1
"3148",-2,NA,-1,NA,NA,1,1,1
"3149",2,NA,NA,NA,NA,1,-1,-1
"3150",1,NA,2,NA,NA,-1,2,1
"3151",-2,1,0,1,NA,1,0,0
"3152",1,-2,-2,NA,NA,1,1,1
"3153",0,-1,1,NA,NA,1,-1,-1
"3154",-2,NA,-2,-1,NA,1,-2,-2
"3155",-1,NA,1,NA,NA,1,-1,-1
"3156",-2,NA,-1,NA,NA,1,-1,-1
"3157",1,NA,0,1,NA,-1,2,2
"3158",-1,1,0,2,NA,2,2,1
"3159",-2,-2,-1,NA,NA,2,-1,-1
"3160",1,NA,-1,NA,NA,1,2,2
"3161",-2,NA,1,NA,NA,NA,1,1
"3162",-2,NA,0,NA,NA,2,2,2
"3163",-2,NA,0,NA,NA,2,-1,-1
"3164",0,NA,-1,NA,NA,2,1,-1
"3165",1,-2,-1,NA,NA,-1,1,1
"3166",1,NA,1,NA,NA,1,-2,2
"3167",2,NA,2,NA,NA,2,2,2
"3168",1,-1,NA,NA,NA,1,-1,-1
"3169",-2,NA,1,NA,NA,2,-1,-1
"3170",-1,NA,-2,NA,NA,1,2,2
"3171",-1,-1,-2,NA,NA,-1,-1,-1
"3172",-1,-1,1,NA,1,1,-1,-1
"3173",1,0,0,NA,NA,1,2,2
"3174",2,NA,1,NA,NA,1,2,2
"3175",0,-1,NA,NA,NA,2,-1,-1
"3176",2,NA,1,NA,NA,1,2,2
"3177",1,0,0,NA,NA,1,2,2
"3178",-1,-1,1,NA,NA,1,-1,-1
"3179",1,1,1,1,NA,2,1,1
"3180",1,NA,NA,NA,NA,1,-1,-1
"3181",0,NA,NA,NA,NA,1,-1,-1
"3182",1,-1,1,NA,NA,2,2,2
"3183",1,-1,-1,NA,NA,2,2,2
"3184",-1,-1,1,NA,NA,1,1,1
"3185",1,-1,-1,NA,NA,1,-1,-1
"3186",-2,0,-1,NA,NA,1,1,1
"3187",-2,-1,NA,NA,NA,1,2,2
"3188",-1,NA,0,NA,NA,2,2,2
"3189",-1,NA,-1,NA,NA,2,2,2
"3190",-1,NA,0,NA,NA,2,2,2
"3191",-1,NA,-1,NA,NA,1,2,2
"3192",-2,NA,NA,NA,NA,2,2,2
"3193",-2,NA,1,NA,NA,2,2,1
"3194",-2,-1,-1,NA,NA,2,1,-1
"3195",-2,NA,0,NA,NA,2,2,1
"3196",2,NA,NA,NA,NA,1,2,2
"3197",-2,-1,1,NA,NA,1,-1,-1
"3198",1,-1,0,NA,NA,2,1,1
"3199",1,NA,0,NA,NA,2,2,-1
"3200",2,NA,0,NA,NA,2,2,2
"3201",2,-1,0,NA,NA,2,2,2
"3202",1,-1,0,NA,NA,1,1,1
"3203",1,1,0,NA,2,2,1,1
"3204",2,NA,0,NA,NA,2,2,2
"3205",1,1,-1,NA,NA,2,2,2
"3206",-2,NA,2,NA,NA,2,1,-1
"3207",1,-1,0,NA,NA,1,1,0
"3208",0,-1,-1,NA,NA,1,1,1
"3209",1,NA,1,1,1,1,1,1
"3210",2,NA,NA,NA,1,1,-1,-1
"3211",-1,NA,1,NA,NA,2,2,2
"3212",1,NA,2,NA,NA,2,2,2
"3213",0,NA,1,NA,NA,2,2,2
"3214",1,NA,NA,NA,NA,2,2,2
"3215",-1,NA,NA,NA,NA,2,-1,-1
"3216",0,NA,2,NA,NA,2,2,2
"3217",0,-2,-2,0,0,0,-1,-1
"3218",-1,NA,1,NA,NA,2,1,1
"3219",2,NA,1,NA,NA,2,1,1
"3220",-2,-2,2,NA,NA,2,2,-2
"3221",-2,2,NA,NA,NA,1,-2,-1
"3222",-1,-2,0,NA,NA,2,2,2
"3223",0,1,2,NA,1,2,2,2
"3224",-1,NA,-1,NA,NA,-1,2,2
"3225",1,1,1,1,-1,1,1,1
"3226",-1,NA,0,NA,NA,2,-1,-1
"3227",0,-1,2,NA,NA,1,1,2
"3228",1,1,1,NA,NA,2,2,1
"3229",-2,-1,-2,1,NA,1,1,1
"3230",1,0,1,1,NA,2,2,2
"3231",-2,NA,0,NA,NA,0,-2,-2
"3232",0,1,-1,1,-1,1,-1,1
"3233",-2,NA,1,NA,-1,1,1,1
"3234",-2,NA,0,NA,NA,0,0,0
"3235",-2,NA,2,NA,NA,2,2,1
"3236",-2,-2,1,NA,NA,-1,2,2
"3237",-2,NA,0,NA,NA,-1,1,1
"3238",-2,-2,1,NA,NA,2,-1,0
"3239",-1,-1,-1,NA,NA,-1,-1,-1
"3240",-2,-2,0,NA,NA,2,-1,-1
"3241",-2,NA,0,NA,NA,0,-1,-1
"3242",-1,NA,NA,2,2,2,2,2
"3243",-2,NA,2,NA,NA,2,2,1
"3244",-2,NA,NA,NA,NA,NA,-1,1
"3245",1,NA,0,NA,NA,2,1,1
"3246",2,NA,0,NA,NA,2,2,0
"3247",1,NA,-1,2,2,2,2,2
"3248",-2,1,1,NA,NA,1,2,1
"3249",-1,NA,1,0,NA,2,0,2
"3250",2,NA,1,NA,NA,2,2,2
"3251",1,-1,1,NA,NA,1,1,1
"3252",-2,NA,0,NA,NA,2,2,2
"3253",1,0,-1,NA,NA,1,1,-1
"3254",-2,NA,0,NA,NA,1,1,1
"3255",-1,NA,NA,NA,NA,1,1,1
"3256",1,NA,1,NA,NA,2,2,2
"3257",2,NA,1,NA,NA,2,2,-1
"3258",0,NA,0,NA,NA,2,2,-1
"3259",1,NA,0,NA,NA,2,1,1
"3260",-1,NA,-1,NA,NA,-1,1,1
"3261",-1,NA,-2,NA,NA,2,2,2
"3262",1,0,1,NA,NA,2,2,1
"3263",1,NA,2,NA,NA,2,2,2
"3264",0,0,NA,NA,NA,2,2,2
"3265",1,NA,NA,NA,NA,2,2,2
"3266",1,2,1,NA,NA,2,2,2
"3267",-2,NA,2,NA,NA,NA,1,-1
"3268",1,0,2,NA,2,2,2,-1
"3269",0,1,1,NA,1,2,2,2
"3270",0,-1,0,NA,2,0,1,1
"3271",-2,1,0,NA,NA,1,1,1
"3272",-2,1,1,NA,NA,1,2,2
"3273",0,1,1,NA,NA,1,1,1
"3274",-2,NA,2,NA,NA,2,2,2
"3275",2,2,0,2,NA,2,2,2
"3276",-2,2,1,NA,NA,2,-1,0
"3277",1,NA,1,NA,NA,2,-1,0
"3278",0,NA,2,NA,NA,2,-1,0
"3279",0,2,1,NA,NA,2,1,0
"3280",0,1,0,NA,NA,0,-1,0
"3281",-2,NA,-1,NA,-1,NA,-2,NA
"3282",1,-1,-1,-1,NA,-1,1,1
"3283",1,-1,1,NA,NA,2,2,2
"3284",-2,-1,-1,NA,2,2,-1,1
"3285",-2,-1,0,NA,NA,0,1,1
"3286",1,-1,0,1,NA,1,1,1
"3287",-1,1,0,-1,NA,2,2,2
"3288",-2,NA,2,NA,NA,2,2,2
"3289",-2,NA,-1,NA,NA,-1,1,1
"3290",-1,NA,NA,NA,NA,2,1,0
"3291",-2,NA,1,NA,NA,2,2,2
"3292",-2,NA,2,NA,NA,2,2,2
"3293",1,2,1,1,NA,2,2,2
"3294",2,1,NA,NA,NA,2,2,2
"3295",0,NA,1,NA,NA,1,-1,-1
"3296",1,0,NA,-1,NA,2,-1,1
"3297",-1,NA,0,NA,NA,2,2,2
"3298",1,1,-1,-1,NA,-1,-1,-1
"3299",0,1,0,NA,NA,2,1,1
"3300",-2,NA,0,NA,NA,1,1,1
"3301",-1,NA,2,NA,1,1,1,1
"3302",0,NA,-1,NA,NA,2,2,2
"3303",-2,2,NA,NA,NA,2,1,NA
"3304",0,0,0,NA,NA,1,-1,1
"3305",-2,NA,1,NA,NA,1,2,2
"3306",0,NA,NA,NA,NA,NA,-1,NA
"3307",-1,NA,0,NA,NA,2,-1,1
"3308",-1,NA,1,NA,NA,1,2,2
"3309",-2,NA,1,NA,NA,1,1,1
"3310",1,NA,0,NA,-1,1,-1,-1
"3311",-2,NA,1,NA,NA,1,-1,1
"3312",1,NA,1,NA,NA,2,2,2
"3313",1,NA,0,NA,NA,1,2,-1
"3314",0,NA,1,NA,NA,2,2,2
"3315",-1,NA,1,-1,NA,-1,1,1
"3316",1,NA,1,NA,2,2,0,0
"3317",-2,NA,0,NA,NA,-1,1,1
"3318",2,NA,1,NA,NA,2,-1,1
"3319",-2,-1,2,NA,NA,1,-1,-1
"3320",-2,NA,2,NA,NA,2,2,2
"3321",1,NA,2,1,1,2,1,1
"3322",0,NA,1,NA,NA,1,2,1
"3323",1,NA,0,NA,2,2,-1,-1
"3324",-2,NA,0,2,NA,0,-1,-1
"3325",1,NA,1,NA,NA,1,2,2
"3326",-2,NA,1,NA,NA,1,1,-1
"3327",-2,NA,1,NA,NA,1,2,-1
"3328",1,NA,1,NA,NA,1,1,1
"3329",1,NA,NA,NA,NA,1,2,2
"3330",1,NA,-1,NA,NA,1,1,1
"3331",-2,NA,-1,NA,-1,-1,-1,1
"3332",-2,NA,-1,NA,NA,2,1,1
"3333",-1,2,NA,NA,NA,2,2,2
"3334",0,-1,1,NA,NA,1,1,1
"3335",1,NA,1,2,NA,2,2,1
"3336",-2,2,1,NA,NA,1,2,2
"3337",-2,NA,0,NA,NA,2,-1,-1
"3338",-2,NA,-1,NA,NA,-1,-1,-1
"3339",-2,NA,0,NA,NA,2,2,2
"3340",-2,-2,1,NA,NA,2,2,2
"3341",-2,0,0,NA,NA,2,-1,-1
"3342",-1,NA,2,NA,NA,2,2,2
"3343",-2,2,1,NA,NA,1,1,1
"3344",1,1,1,NA,NA,2,2,2
"3345",1,NA,NA,NA,NA,2,2,2
"3346",1,NA,NA,NA,NA,2,2,2
"3347",1,NA,1,NA,1,2,2,2
"3348",1,NA,NA,NA,NA,2,2,2
"3349",1,1,1,NA,NA,1,2,2
"3350",-2,2,-2,NA,2,2,2,2
"3351",-2,0,1,NA,NA,2,2,2
"3352",-2,NA,NA,-2,NA,-2,2,2
"3353",-1,NA,1,NA,-1,1,1,1
"3354",-2,1,0,NA,1,2,1,NA
"3355",-2,NA,1,NA,2,1,2,2
"3356",-2,NA,1,NA,NA,2,2,2
"3357",1,-1,1,NA,NA,1,2,2
"3358",1,1,-2,NA,NA,1,2,2
"3359",0,NA,NA,NA,NA,1,2,-1
"3360",-1,NA,0,NA,NA,0,1,0
"3361",2,NA,0,-1,NA,0,1,1
"3362",-2,NA,0,NA,NA,-1,-1,-1
"3363",-2,NA,-1,NA,NA,0,0,0
"3364",0,NA,0,NA,NA,-1,-1,-1
"3365",-2,NA,0,NA,NA,1,0,0
"3366",-2,NA,-1,NA,NA,1,2,2
"3367",-2,NA,2,NA,NA,2,2,2
"3368",-2,-1,1,-1,NA,2,-1,NA
"3369",2,-1,1,NA,NA,-1,-1,1
"3370",-2,NA,NA,NA,NA,2,-1,NA
"3371",-2,NA,1,1,NA,1,1,1
"3372",-2,NA,NA,NA,NA,0,2,1
"3373",-1,NA,1,NA,NA,1,1,1
"3374",-2,NA,-1,NA,NA,1,-1,1
"3375",2,1,2,NA,NA,0,2,1
"3376",1,1,1,NA,NA,1,-1,-1
"3377",-2,1,1,NA,NA,2,2,2
"3378",-2,-1,-1,-1,NA,1,2,-1
"3379",-1,NA,0,NA,NA,1,1,1
"3380",0,NA,2,NA,NA,1,2,0
"3381",-2,-1,-1,NA,NA,2,2,2
"3382",-2,NA,1,NA,NA,1,1,1
"3383",0,NA,1,NA,NA,2,-1,1
"3384",2,NA,-2,NA,NA,2,NA,NA
"3385",2,NA,1,NA,NA,2,-1,1
"3386",-2,-2,2,NA,NA,2,2,2
"3387",-1,NA,1,NA,NA,1,1,1
"3388",-2,NA,-1,NA,NA,2,1,1
"3389",1,NA,0,NA,NA,1,2,2
"3390",-2,NA,0,NA,NA,1,1,1
"3391",2,-1,0,NA,NA,2,2,2
"3392",2,NA,1,NA,NA,1,1,1
"3393",2,2,1,NA,NA,2,2,2
"3394",2,NA,1,2,NA,2,2,2
"3395",-2,NA,0,NA,NA,2,1,0
"3396",-2,2,-1,NA,NA,2,1,2
"3397",1,NA,1,NA,NA,2,1,1
"3398",-1,NA,1,NA,NA,1,1,1
"3399",-1,1,0,NA,NA,2,1,1
"3400",-2,-2,-1,NA,NA,-1,2,-1
"3401",-2,NA,0,NA,NA,1,-1,-1
"3402",2,NA,1,1,NA,-1,-1,1
"3403",-1,NA,1,NA,NA,1,1,1
"3404",2,NA,-1,NA,NA,-1,-2,-2
"3405",1,NA,0,NA,NA,2,1,1
"3406",1,NA,1,NA,1,1,1,1
"3407",0,1,-1,NA,1,2,1,1
"3408",2,NA,1,NA,NA,1,2,2
"3409",-1,-1,-1,NA,NA,-1,-1,-1
"3410",2,2,NA,2,NA,2,2,2
"3411",2,NA,0,NA,NA,0,2,-2
"3412",2,NA,2,NA,NA,2,2,1
"3413",-2,NA,1,NA,NA,0,1,1
"3414",2,NA,-1,NA,NA,-1,-1,-1
"3415",-2,-1,1,NA,NA,1,1,1
"3416",2,NA,1,NA,NA,2,2,2
"3417",-1,NA,2,NA,NA,-1,2,-1
"3418",-2,-1,NA,NA,NA,-1,1,1
"3419",1,NA,1,NA,NA,1,1,1
"3420",-1,NA,NA,NA,NA,0,1,0
"3421",-2,NA,0,NA,NA,1,1,1
"3422",-2,NA,-2,NA,NA,2,2,NA
"3423",0,2,2,NA,NA,1,2,2
"3424",1,1,1,NA,NA,2,2,2
"3425",1,2,1,NA,0,1,2,2
"3426",1,1,1,NA,NA,2,2,2
"3427",1,0,1,NA,NA,2,1,1
"3428",1,1,NA,NA,NA,2,2,2
"3429",1,NA,1,NA,NA,2,1,1
"3430",1,1,1,NA,NA,2,1,2
"3431",-2,-2,1,NA,NA,1,-1,1
"3432",1,1,2,2,NA,-1,2,2
"3433",1,2,0,NA,NA,2,-1,-1
"3434",-2,1,0,NA,NA,2,-1,NA
"3435",-1,NA,NA,NA,NA,-1,-1,-1
"3436",-2,NA,-1,NA,NA,-1,0,0
"3437",-1,-1,0,NA,NA,2,1,1
"3438",0,NA,1,NA,NA,2,2,2
"3439",0,NA,0,NA,NA,2,2,2
"3440",-1,NA,0,1,NA,2,1,1
"3441",0,1,NA,2,2,2,2,2
"3442",-2,NA,NA,NA,NA,1,1,1
"3443",1,NA,1,2,NA,2,-1,2
"3444",-2,-1,NA,NA,NA,2,1,-1
"3445",1,-1,1,1,NA,2,1,1
"3446",-2,2,2,NA,2,-1,-1,-1
"3447",1,NA,1,NA,NA,2,1,1
"3448",1,NA,0,NA,NA,NA,2,2
"3449",-1,NA,0,NA,1,1,1,1
"3450",1,NA,1,NA,NA,2,1,1
"3451",-1,NA,-1,NA,1,1,1,1
"3452",-1,-2,1,-1,0,1,1,1
"3453",1,NA,1,NA,2,2,1,1
"3454",-2,NA,NA,NA,NA,1,1,1
"3455",1,NA,0,NA,NA,2,1,1
"3456",-2,NA,1,NA,NA,2,2,2
"3457",-2,NA,NA,NA,NA,2,-1,0
"3458",0,1,NA,2,2,2,1,NA
"3459",0,NA,1,NA,NA,2,-1,1
"3460",-2,NA,0,NA,NA,2,1,1
"3461",2,1,2,2,NA,2,1,1
"3462",2,NA,-2,NA,NA,2,2,1
"3463",1,NA,-2,NA,NA,1,1,1
"3464",1,NA,-1,NA,NA,2,2,-1
"3465",2,-1,-1,NA,NA,1,2,2
"3466",-2,0,1,1,NA,1,1,1
"3467",-1,NA,1,NA,-1,1,1,1
"3468",-2,NA,2,NA,NA,2,2,2
"3469",-2,NA,-1,NA,NA,1,-1,-1
"3470",-1,NA,-1,NA,NA,1,1,1
"3471",-1,NA,0,NA,NA,0,1,1
"3472",-1,NA,-2,NA,NA,1,1,1
"3473",1,1,NA,NA,NA,-1,1,1
"3474",2,NA,2,NA,NA,2,2,2
"3475",-1,1,1,NA,NA,2,1,1
"3476",-1,2,0,NA,NA,2,-1,-1
"3477",1,NA,0,NA,1,1,1,1
"3478",-2,-1,1,2,NA,2,1,1
"3479",1,NA,2,NA,NA,1,2,2
"3480",-1,NA,2,NA,NA,2,-1,-1
"3481",-2,NA,2,NA,NA,2,2,NA
"3482",-2,NA,0,NA,NA,1,1,1
"3483",-2,-2,-2,NA,NA,1,1,1
"3484",2,NA,1,2,NA,2,-1,-1
"3485",1,NA,2,NA,NA,2,2,2
"3486",1,NA,-1,-1,NA,-1,1,1
"3487",-2,NA,1,NA,NA,1,1,1
"3488",1,NA,0,2,NA,2,2,2
"3489",-2,NA,2,1,NA,-1,1,1
"3490",1,NA,1,NA,NA,2,1,-1
"3491",-2,-1,-1,NA,NA,2,-2,-2
"3492",-2,-2,0,NA,NA,1,-1,1
"3493",1,1,1,NA,NA,2,1,1
"3494",-2,NA,1,NA,1,2,1,2
"3495",-2,NA,2,NA,NA,2,-1,1
"3496",1,-1,0,1,NA,1,-1,-1
"3497",-1,NA,2,2,1,2,2,2
"3498",-2,1,1,NA,NA,1,2,2
"3499",1,1,NA,NA,NA,2,2,2
"3500",2,1,-1,NA,NA,-1,2,2
"3501",1,NA,2,NA,NA,2,2,2
"3502",2,2,1,2,NA,2,2,2
"3503",-2,2,0,NA,NA,2,2,-1
"3504",1,NA,1,NA,NA,2,1,0
"3505",1,-2,-1,NA,NA,2,2,-1
"3506",2,1,1,NA,NA,-1,2,2
"3507",0,1,2,NA,NA,2,2,1
"3508",2,-1,1,NA,NA,2,2,2
"3509",-1,1,2,NA,NA,2,2,-1
"3510",-2,NA,1,1,NA,2,1,1
"3511",-2,2,0,NA,NA,2,2,2
"3512",-2,NA,NA,NA,NA,2,2,1
"3513",-2,NA,-2,NA,-2,-1,-1,-1
"3514",1,NA,2,NA,NA,2,2,2
"3515",-2,NA,0,NA,NA,2,1,0
"3516",1,NA,NA,NA,NA,2,2,2
"3517",1,1,NA,NA,NA,2,2,2
"3518",-1,NA,0,NA,NA,2,2,1
"3519",-1,NA,2,NA,NA,2,2,2
"3520",0,1,1,NA,NA,2,1,1
"3521",-1,NA,NA,NA,NA,2,2,2
"3522",-2,2,NA,-1,NA,NA,2,NA
"3523",-1,NA,2,NA,NA,2,2,2
"3524",2,2,2,NA,NA,2,2,-1
"3525",-2,NA,1,NA,NA,1,1,1
"3526",-2,NA,1,NA,NA,1,1,1
"3527",-2,1,-1,-1,-1,1,1,1
"3528",1,NA,NA,NA,NA,2,2,1
"3529",1,-2,1,NA,NA,1,1,1
"3530",0,NA,-2,0,-2,2,1,NA
"3531",-1,1,1,NA,0,1,1,1
"3532",1,1,0,NA,1,1,1,1
"3533",-1,NA,1,NA,-1,1,1,1
"3534",-1,NA,1,2,2,1,1,1
